Unnamed: 0,کد ملک,تاریخ,آدرس,زیربنا,طبقه,سن بنا,قیمت واحد,قیمت کل
,10250548,1403/05/24,دبستان بالاتراز خ محمودی,190,2,0,120000000,22800000000
,10274528,1403/05/24,مجیدیه جنوبی انتهای خ استاد حسن بنا,55,4,17,67270000,3700000000
,10274530,1403/05/24,بزرگراه رسالت بالتراز 16متری اول,57,1,7,90000000,5130000000
,10415909,1403/05/24,مجیدیه جنوبی خ استاد حسن بنا,73,3,25,61640000,4500000000
,10273068,1403/05/24,شمس اباد خ ریحانی جنوبی,103,4,20,84466000,8700000000
,10415903,1403/05/24,یوسف آباد خ اسد آبادی,98,4,7,178571000,17500000000
,10415901,1403/05/24,دبستان ك همدانی,63,3,26,95238000,6000000000
,3947012,1403/05/24,دروس بلوار شهرزاد,138,2,30,134057000,18500000000
,10415900,1403/05/24,وحیدیه تسلیحات,40,4,10,76250000,3050000000
,10000630,1403/05/24,دولت بالاتراز خ دیباجی جنوبی,101,5,18,178217000,18000000000
,10352412,1403/05/24,فرجام خ 37,76,4,19,98680000,7500000000
,10199464,1403/05/24,مجیدیه جنوبی خ حاجی پور,103,4,30,67960000,7000000000
,10332736,1403/05/24,فرجام خ عبادی,73,3,19,76710000,5600000000
,10415899,1403/05/24,هروی ساقدوش خ شقاقی,150,5,0,166666000,25000000000
,10179143,1403/05/24,خواجه عبدالله خ تیسفون,183,1,7,145000000,26535000000
,10127820,1403/05/24,دبستان نرسیده به ك شیخ شعبانی,125,1,6,110000000,13750000000
,10301937,1403/05/24,سبلان شمالی خ سجاد,56,2,6,80350000,4500000000
,10299629,1403/05/24,دروس خ یارمحمدی,211,4,20,151658000,32000000000
,10273774,1403/05/24,گلبرگ شرقی خ دردشت,65,2,30,76920000,5000000000
,3905912,1403/05/24,میرداماد خ شمس تبریزی,182,2,15,145000000,26390000000
,10415897,1403/05/24,وحیدیه میدان تسلیحات كوچه قاسم نژاد,60,1,13,71660000,4300000000
,10415896,1403/05/24,شمس آباد خ ریحانی,85,1,17,101176000,8600000000
,10348633,1403/05/24,میرداماد نرسیده به خ اطلسی,160,3,20,190625000,30500000000
,10415895,1403/05/24,ازگل خ گلچین,145,3,22,117241000,17000000000
,10273463,1403/05/24,وحیدیه میدان تسلیحات,35,2,7,90000000,3150000000
,10415894,1403/05/24,مینی سیتی شهرك نفت,86,2,30,127906000,11000000000
,10273785,1403/05/24,نارمك خ مدائن,65,2,11,130760000,8500000000
,10133038,1403/05/24,اقدسیه خ بوستان,222,5,14,210000000,46620000000
,10302134,1403/05/24,شمس اباد خ لاهیجانی,149,3,0,115000000,17135000000
,10332268,1403/05/24,دیباجی شمالی نرسیده به صدر,155,7,0,200000000,31000000000
,10251856,1403/05/24,نارمك خ ثانی,71,2,14,80280000,5700000000
,10273833,1403/05/24,مجیدیه جنوبی خ اثنی عشری,120,3,0,125000000,15000000000
,3493313,1403/05/24,شهید عراقی خ ملكی نسب,80,5,0,160000000,12800000000
,10241133,1403/05/24,فرجام بالاتراز میدان 100,130,3,0,130000000,16900000000
,3332557,1403/05/24,ملاصدرا شیرازجنوبی بلوارعلیخانی,120,4,20,116666000,14000000000
,10182991,1403/05/24,وحیدیه خ تسلیحات,90,1,5,78000000,7020000000
,10299061,1403/05/24,شمس آباد خ ریحانی,120,6,0,140000000,16800000000
,10150777,1403/05/24,نارمك نرسیده به میدان نبوت,62,همكف,18,83870000,5200000000
,10117710,1403/05/24,نارمك خ سامان,117,3,3,170000000,19890000000
,3825702,1403/05/24,نیاوران خ باهنر خ امیدوار,261,1,1,218390000,57000000000
,10415888,1403/05/24,نارمك خ شیرمرد,63,4,23,60310000,3800000000
,2775335,1403/05/24,آجودانیه نرسیده به ك منجیل,200,9,0,300000000,60000000000
,10080084,1403/05/24,گلبرگ غربی خ گلشن دوست,85,4,12,76470000,6500000000
,10275005,1403/05/24,جردن خ تور,99,2,17,166660000,16500000000
,3792210,1403/05/24,گلبرگ غربی خ گلستان,76,2,19,86840000,6600000000
,10268319,1403/05/24,جردن نرسیده به خ ثمره,125,همكف,14,140000000,17500000000
,10415887,1403/05/24,جردن خ یزدان پناه,143,1,30,125874000,18000000000
,3535007,1403/05/24,هنگام نرسیده به كوچه هامون,79,2,30,69620000,5500000000
,3856944,1403/05/24,جردن پائین تر از چهارراه جهان كودك,107,3,4,170000000,18190000000
,10245551,1403/05/24,جردن بلوار گلستان بلوار گیتی,130,1,20,107692000,14000000000
,10202423,1403/05/24,ولنجك بالاتراز خ 21,92,4,20,380434000,35000000000
,10117135,1403/05/24,شیخ بهایی شهرك والفجر,120,3,30,91660000,11000000000
,10259823,1403/05/24,تجریش خ غلام جعفری,170,3,0,265000000,45050000000
,10275985,1403/05/23,ولیعصر نرسیده به بیمارستان دی,181,3,30,96685000,17500000000
,10202080,1403/05/23,یوسف آباد میدان سلماس,112,3,26,60000000,6720000000
,10178337,1403/05/23,نیاوران كاشانك خ شفیعی,235,3,0,340425000,80000000000
,10276382,1403/05/23,اشرفی اصفهانی باغ فیض,62,4,20,90322000,5600000000
,10276343,1403/05/23,اشرفی اصفهانی خ معین,115,1,13,113043000,13000000000
,10151559,1403/05/23,تهران پارس بلوار پروین خ 216 شرقی,76,3,6,68420000,5200000000
,10335563,1403/05/23,شهرك راه آهن دهكده المپیك,100,2,28,90000000,9000000000
,10335565,1403/05/23,اشرفی اصفهانی باغ فیض,98,4,21,82000000,8036000000
,10349724,1403/05/23,اشرفی اصفهانی باغ فیض,115,2,0,140000000,16100000000
,10349723,1403/05/23,اشرفی اصفهانی باغ فیض,150,1,0,150000000,22500000000
,10349722,1403/05/23,اشرفی اصفهانی باغ فیض,145,1,0,140000000,20300000000
,10299382,1403/05/23,اشرفی اصفهانی شهرك نفت,131,2 و 1,30,265000000,19610000000
,10299705,1403/05/23,اشرفی اصفهانی شهرك نفت,64,1,30,265000000,10070000000
,10185266,1403/05/23,هروی حسین آباد خ مژده,123,4,1,135000000,16605000000
,10273679,1403/05/23,انتهای همت غرب بلوارطبیعت,144,7,8,86805000,12500000000
,10261413,1403/05/23,جلفا خ سیمرغ غربی,93,3,27,96774000,9000000000
,10415873,1403/05/23,گلبرگ خ اثنی عشری,104,3,6,115380000,12000000000
,10415872,1403/05/23,آپادانا خ نوبخت,111,1,20,88288000,9800000000
,10335277,1403/05/23,شهرك راه آهن بلوار كوهك,140,11,8,101428000,14200000000
,10146106,1403/05/23,جنت آباد همت تقاطع شاهین شمالی خ كاشیها,115,4,12,105000000,12075000000
,3590095,1403/05/23,كن خ سولقان,115,2,4,80000000,9200000000
,10003188,1403/05/23,پیروزی خ شكوفه,110,4,11,86363000,9500000000
,10273217,1403/05/23,پیروزی خ دهقان,52,2,21,65384000,3400000000
,10415869,1403/05/23,نارمك دردشت,84,4,2,126190000,10600000000
,10351107,1403/05/23,بنی هاشم بالاتراز میدان,113,زیرهمكف,26,90000000,10170000000
,10350763,1403/05/23,جنت آباد شاهین شمالی چمران,98,3,8,137755000,13500000000
,10273539,1403/05/23,پیروزی بلوار ابوذر بین پل دوم و سوم,56,همكف,14,73214000,4100000000
,10117283,1403/05/23,پیروزی خ تاجیك خ محبی,87,3,20,51724000,4500000000
,10354015,1403/05/23,شهران بالاتر از فلكه دوم,115,3,16,89565000,10300000000
,10255697,1403/05/23,نیرو هوایی خ اول,86,3,22,73255000,6300000000
,10296678,1403/05/23,اشرفی اصفهانی شهرك نفت,125,1,3,144000000,18000000000
,10265617,1403/05/23,پیروزی شكوفه,60,1,20,66666000,4000000000
,3993355,1403/05/23,نیروی دریایی خ مردانشاه,91,3,13,93400000,8500000000
,10415867,1403/05/23,شهرك غرب خ سپهر شهرك غرب خ سپهر,85,3,17,170588000,14500000000
,10273874,1403/05/23,پیروزی خ محوی,105,1,0,95000000,9975000000
,10415866,1403/05/23,مفتح شمالی روبروی امیر اتابك,112,3,6,120000000,13440000000
,10415865,1403/05/23,سعادت اباد خ علامه جنوبی,156,1,26,140000000,21840000000
,10334707,1403/05/23,پیروزی خ نبرد شمالی,105,3,3,85000000,8925000000
,3568866,1403/05/23,شیخ بهایی شهرك والفجر,141,3,18,106382000,15000000000
,10334714,1403/05/23,پیروزی خ مقداد,61,4,15,73770000,4500000000
,10334747,1403/05/23,نیروی هوایی خ نهم,72,2,30,65277000,4700000000
,10334765,1403/05/23,نیروی هوائی خ سی متری,100,1,18,100000000,10000000000
,10415863,1403/05/23,افسریه خ پانزده متری دوم,70,1,25,45000000,3150000000
,10134292,1403/05/23,پیروزی خ نبردشمالی,50,1,6,75000000,3750000000
,10263973,1403/05/23,مینی سیتی شهرك محلاتی,170,2,2,164705000,28000000000
,10415862,1403/05/23,مهراباد جنوبی خیابان ارداقی,74,1,17,51000000,3774000000
,10415861,1403/05/23,شهرك ولی عصر حیدری شمالی,65,4,16,42300000,2750000000
,10218320,1403/05/23,پیروزی 21متری دهقان,115,مختلف,0,110000000,12650000000
,10218319,1403/05/23,پیروزی خ 21 متری دهقان,105,مختلف,0,110000000,11550000000
,10218322,1403/05/23,پیروزی 21متری دهقان,120,مختلف,0,110000000,13200000000
,10299343,1403/05/23,تهران نو خ شورا خ مستعدی,55,2,13,70000000,3850000000
,10273229,1403/05/23,پیروزی خ پاسدارگمنام,120,2,0,85000000,1020000000
,10415848,1403/05/23,وحیدیه تسلیحات,40,4,13,76250000,3050000000
,10346856,1403/05/23,بلوارمرزداران خ ابوالفضل,70,4,24,105714000,7400000000
,10300790,1403/05/23,پیروزی خ نبرد شمالی,66,5,23,60606000,4000000000
,10348365,1403/05/23,ولنجك نرسیده به خ 20,245,1,3,322448000,79000000000
,10415845,1403/05/23,نارمك میدان 82,94,4,30,84570000,7950000000
,10204185,1403/05/23,بلوار مرزداران خ اطاعتی شمالی,117,2,18,126000000,14742000000
,10300373,1403/05/23,پیروزی فلكه دوم مقداد,80,4,10,71250000,5700000000
,10348648,1403/05/23,نارمك میدان 89,55,3,11,66360000,3650000000
,10184535,1403/05/23,بلوارمرزدارن بلوار اریافر,65,2,9,192307000,12500000000
,10354987,1403/05/23,پیروزی خ بروجردی,85,3,6,78000000,6630000000
,10298277,1403/05/23,نارمك خ بختیاری,62,4,8,91120000,5650000000
,10178805,1403/05/23,میدان امام حسین خ صفا غربی,84,3,28,46000000,3864000000
,10271993,1403/05/23,نارمك خ آیت نرسیده به چهارراه تلفنخانه,52,زیرهمكف,30,57690000,3000000000
,10264031,1403/05/23,پیروزی بلوارنیكنام شرقی,60,3,17,55000000,3300000000
,10415838,1403/05/23,طرشت بلوار صالحی,82,1,2,128048000,10500000000
,10247533,1403/05/23,شهر آرا خ پاتریس,90,1,17,127777000,11500000000
,10415832,1403/05/23,سوهانك ك گلایل,100,4,17,125000000,12500000000
,10273403,1403/05/23,فرحزاد خ ایثارگران شمالی,110,2,5,81818000,9000000000
,10126804,1403/05/23,شهرك آپادانا فاز چهارم,111,5,30,89189000,9900000000
,10332350,1403/05/23,جشنواره خ زهدی,54,4,18,50920000,2750000000
,10261408,1403/05/23,سعادت آباد خ صرافهای شمالی,78,3,22,115384000,9000000000
,10415826,1403/05/23,بلوار فردوس خ لاله مركزی,43,2,21,130232000,5600000000
,10347561,1403/05/23,سبلان جنوبی خ رجبی,70,2,0,75000000,5250000000
,10415824,1403/05/23,جنت آباد مركزی خ امام حسین,122,4,4,145081000,17700000000
,10266948,1403/05/23,شمس آباد خ ریحانی جنوبی,105,5,7,128571000,13500000000
,10347503,1403/05/23,خ دماوند خ محمودی,91,3,10,76923000,7000000000
,10349549,1403/05/23,تهرانپارس خ 216غربی,132,4,9,109840000,14500000000
,10332794,1403/05/23,وزرا نرسیده به خ 12,108,3,30,114814000,12400000000
,10217810,1403/05/23,نامجو نرسیده به ك شمس,67,4,20,56716000,3800000000
,10077921,1403/05/23,ولیعصر روبروی پارك ساعی,123,1,30,101620000,12500000000
,2408081,1403/05/23,مفتح جنوبی بعد از شهید شیرودی,92,4,30,86956000,8000000000
,10271234,1403/05/23,تهران پارس بلوار پروین خ 196 شرقی میدان تختی,55,زیرهمكف,12,35450000,1950000000
,10185602,1403/05/23,تهرانپارس فلكه اول,130,2,15,122690000,15950000000
,10263946,1403/05/23,جردن 4 راه جهان كودك,135,3,30,96296000,13000000000
,10349794,1403/05/23,ستارخان روبروی برق آلستوم,60,2,30,85000000,5100000000
,3757906,1403/05/23,ستارخان خ بهبودی,120,5,4,118333000,14200000000
,10350724,1403/05/23,صادقیه خسرو جنوبی,78,4,18,96153000,7500000000
,3583593,1403/05/23,صادقیه بلوارشهدای شمالی,85,2,23,100000000,8500000000
,3161520,1403/05/23,طرشت بلوار تیموری,129,3,0,92906000,11985000000
,10351294,1403/05/23,تهرانپارس خ استخر,88,2,5,95450000,8400000000
,10348212,1403/05/23,اشرفی اصفهانی خ باغ فیض خ باهنر,64,5,18,98437000,6300000000
,10301823,1403/05/23,كن خیابان ادهمی,45,3,8,117777000,5300000000
,10415808,1403/05/23,نیاوران خ جماران خ سپیدار,186,1,11,188172000,35000000000
,10415807,1403/05/23,تهران پارس خ 180 غربی,75,4,29,100000000,7500000000
,10262705,1403/05/23,جنت آباد شاهین شمالی 35متری گلستان شرقی,100,2,30,223809000,23500000000
,10274906,1403/05/23,نامجو سلمان فارسی,67,1,21,61940000,4150000000
,10145705,1403/05/23,نامجو خ سلمان فارسی ك مهدی درگری,63,زیرهمكف,28,45238000,2850000000
,10266558,1403/05/23,وحیدیه خ نبیئیان,108,1,4,74074000,8000000000
,10415801,1403/05/23,اشرفی اصفهانی باغ فیض,83,4,22,83734000,6950000000
,10298899,1403/05/23,تهرانپارس شرقی بلوارشاهد بین 133 و بلوار,121,1,1,85120000,10300000000
,10348608,1403/05/23,جشنواره خ امین خ انقلاب شمالی,40,3,5,42500000,1700000000
,10415800,1403/05/23,حكیمیه خ والفجر,103,3,8,87000000,8961000000
,10415797,1403/05/23,تهران پارس خ 212,65,5,18,93840000,6100000000
,10179665,1403/05/23,قیطریه خ 35متری,158,3,16,174050000,27500000000
,10092905,1403/05/23,یوسف آباد خ مهرام,122,3,30,115000000,14030000000
,10415794,1403/05/23,اشرفی اصفهانی خ اقبالپور,72,3,16,102777000,7400000000
,10415793,1403/05/23,پونك خ ایران زمین شمالی,85,1,12,124705000,10600000000
,10415792,1403/05/23,شهران جنوبی خ كوهسار,74,4,18,91000000,6734000000
,10077949,1403/05/23,قیطریه چیذر,166,1و2,0,214000000,35524000000
,10184924,1403/05/23,قیطریه چیذر,86,4,0,214000000,18404000000
,10264084,1403/05/23,دارآباد خ پورابتهاج,68,4,4,235294000,16000000000
,10415786,1403/05/23,جنت آباد مركزی خ دهم,65,4,26,81538000,5300000000
,10415785,1403/05/23,جنت آباد شمالی خ علامه طباطبائی,86,4,10,127906000,11000000000
,10415784,1403/05/23,كن سولقان خ ولیعصر,60,1,19,48000000,2880000000
,10200887,1403/05/23,ظفر زرگنده,150,1,0,185000000,27750000000
,10176658,1403/05/23,ظفر زرگنده,115,1,0,185000000,21275000000
,10348983,1403/05/23,فرحزاد خ تبرك,78,2,8,83333000,6500000000
,10415778,1403/05/23,بلوار فردوس شرق ابراهیمی جنوبی,65,5,20,123076000,8000000000
,10415777,1403/05/23,شهر زیبا 12 متری مرادی,66,8,9,86363000,5700000000
,10415775,1403/05/23,شهر زیبا خ احمد كاشانی,103,3,20,83495000,8600000000
,10415774,1403/05/23,آیت الله كاشانی سازمان برنامه شمالی خ برات لو,67,4,18,128805000,8630000000
,10415771,1403/05/23,آیت الله كاشانی نبش گلستان,162,1,7,145061000,23500000000
